Gene stable ID	Transcript stable ID	Human gene stable ID	Human gene name	Human protein or transcript stable ID	Human chromosome/scaffold name	Human chromosome/scaffold start (bp)	Human homology type	Human orthology confidence [0 low, 1 high]
ENSTGUG00000014667	ENSTGUT00000015267	ENSG00000115226	FNDC4	ENSP00000264703	2	27491883	ortholog_one2one	1
ENSTGUG00000014668	ENSTGUT00000015264	ENSG00000156453	PCDH1	ENSP00000287008	5	141853111	ortholog_one2one	1
ENSTGUG00000014669	ENSTGUT00000015262	ENSG00000140873	ADAMTS18	ENSP00000282849	16	77247813	ortholog_one2many	0
ENSTGUG00000014670	ENSTGUT00000015260	ENSG00000196361	ELAVL3	ENSP00000352162	19	11451326	ortholog_one2one	0
ENSTGUG00000014671	ENSTGUT00000015265	ENSG00000090674	MCOLN1	ENSP00000264079	19	7522624	ortholog_one2many	0
ENSTGUG00000014672	ENSTGUT00000015261							
ENSTGUG00000014673	ENSTGUT00000015263	ENSG00000171161	ZNF672	ENSP00000421915	1	248838210	ortholog_one2many	0
ENSTGUG00000014674	ENSTGUT00000015271	ENSG00000171307	ZDHHC16	ENSP00000377357	10	97446170	ortholog_one2many	0
ENSTGUG00000014675	ENSTGUT00000015270	ENSG00000157765	SLC34A2	ENSP00000371483	4	25648011	ortholog_one2many	0
ENSTGUG00000014676	ENSTGUT00000015279							
ENSTGUG00000014677	ENSTGUT00000015268	ENSG00000171161	ZNF672	ENSP00000421915	1	248838210	ortholog_one2many	0
ENSTGUG00000014678	ENSTGUT00000015277	ENSG00000165417	GTF2A1	ENSP00000452454	14	81175452	ortholog_one2many	0
ENSTGUG00000014679	ENSTGUT00000015273							
ENSTGUG00000014680	ENSTGUT00000015272	ENSG00000115317	HTRA2	ENSP00000258080	2	74529377	ortholog_one2one	1
ENSTGUG00000014681	ENSTGUT00000015276							
ENSTGUG00000014681	ENSTGUT00000015274							
ENSTGUG00000014682	ENSTGUT00000015284	ENSG00000137193	PIM1	ENSP00000362608	6	37170152	ortholog_one2many	0
ENSTGUG00000014683	ENSTGUT00000015278	ENSG00000119698	PPP4R4	ENSP00000305924	14	94146128	ortholog_one2many	0
ENSTGUG00000014684	ENSTGUT00000015275							
ENSTGUG00000014685	ENSTGUT00000015286	ENSG00000138002	IFT172	ENSP00000260570	2	27444377	ortholog_one2many	0
ENSTGUG00000014686	ENSTGUT00000015281							
ENSTGUG00000014687	ENSTGUT00000015285	ENSG00000122484	RPAP2	ENSP00000476948	1	92299059	ortholog_one2many	1
ENSTGUG00000014688	ENSTGUT00000015280							
ENSTGUG00000014689	ENSTGUT00000015292							
ENSTGUG00000014690	ENSTGUT00000015282							
ENSTGUG00000014691	ENSTGUT00000015291	ENSG00000197208	SLC22A4	ENSP00000200652	5	132294394	ortholog_one2one	0
ENSTGUG00000014692	ENSTGUT00000015283	ENSG00000215912	TTC34	ENSP00000490537	1	2635976	ortholog_one2many	0
ENSTGUG00000014693	ENSTGUT00000015287	ENSG00000138433	CIR1	ENSP00000339723	2	174348022	ortholog_one2many	0
ENSTGUG00000014694	ENSTGUT00000015293							
ENSTGUG00000014694	ENSTGUT00000015298							
ENSTGUG00000014695	ENSTGUT00000015288							
ENSTGUG00000014696	ENSTGUT00000015297	ENSG00000006042	TMEM98	ENSP00000463245	17	32927910	ortholog_one2one	1
ENSTGUG00000014697	ENSTGUT00000015295	ENSG00000164122	ASB5	ENSP00000296525	4	176213673	ortholog_one2many	0
ENSTGUG00000014698	ENSTGUT00000015304	ENSG00000138002	IFT172	ENSP00000260570	2	27444377	ortholog_one2many	0
ENSTGUG00000014699	ENSTGUT00000015289	ENSG00000137193	PIM1	ENSP00000362608	6	37170152	ortholog_one2many	0
ENSTGUG00000014700	ENSTGUT00000015290	ENSG00000179195	ZNF664	ENSP00000441405	12	123971845	ortholog_one2many	0
ENSTGUG00000014701	ENSTGUT00000015294	ENSG00000186765	FSCN2	ENSP00000334665	17	81528396	ortholog_one2one	1
ENSTGUG00000014702	ENSTGUT00000015301	ENSG00000156427	FGF18	ENSP00000274625	5	171419647	ortholog_one2many	1
ENSTGUG00000014703	ENSTGUT00000015296	ENSG00000135108	FBXO21	ENSP00000328187	12	117141988	ortholog_one2many	0
ENSTGUG00000014704	ENSTGUT00000015305							
ENSTGUG00000014705	ENSTGUT00000015299	ENSG00000204580	DDR1	ENSP00000427552	6	30876421	ortholog_one2one	0
ENSTGUG00000014706	ENSTGUT00000015308	ENSG00000132122	SPATA6	ENSP00000360913	1	48295373	ortholog_one2many	0
ENSTGUG00000014707	ENSTGUT00000015322	ENSG00000136404	TM6SF1	ENSP00000317000	15	83107407	ortholog_one2many	0
ENSTGUG00000014708	ENSTGUT00000015310	ENSG00000136522	MRPL47	ENSP00000417602	3	179588285	ortholog_one2many	1
ENSTGUG00000014709	ENSTGUT00000015300							
ENSTGUG00000014710	ENSTGUT00000015302	ENSG00000165084	C8orf34	ENSP00000427820	8	68330955	ortholog_one2many	0
ENSTGUG00000014711	ENSTGUT00000015325	ENSG00000072803	FBXW11	ENSP00000265094	5	171861549	ortholog_one2many	1
ENSTGUG00000014712	ENSTGUT00000015303	ENSG00000248383	PCDHAC1	ENSP00000253807	5	140926369	ortholog_one2one	0
ENSTGUG00000014713	ENSTGUT00000015306	ENSG00000183598	HIST2H3D	ENSP00000333277	1	149813271	ortholog_one2one	0
ENSTGUG00000014714	ENSTGUT00000015307	ENSG00000157992	KRTCAP3	ENSP00000442400	2	27442366	ortholog_one2one	0
ENSTGUG00000014715	ENSTGUT00000015312	ENSG00000082641	NFE2L1	ENSP00000354855	17	48048329	ortholog_one2many	1
ENSTGUG00000014716	ENSTGUT00000015313							
ENSTGUG00000014717	ENSTGUT00000015334							
ENSTGUG00000014718	ENSTGUT00000015343	ENSG00000115216	NRBP1	ENSP00000369192	2	27427790	ortholog_one2one	1
ENSTGUG00000014719	ENSTGUT00000015311							
ENSTGUG00000014720	ENSTGUT00000015314	ENSG00000049245	VAMP3	ENSP00000054666	1	7771296	ortholog_one2many	0
ENSTGUG00000014721	ENSTGUT00000015317	ENSG00000080561	MID2	ENSP00000262843	X	107825755	ortholog_one2many	0
ENSTGUG00000014722	ENSTGUT00000015315							
ENSTGUG00000014723	ENSTGUT00000015324	ENSG00000156140	ADAMTS3	ENSP00000286657	4	72280969	ortholog_one2many	0
ENSTGUG00000014724	ENSTGUT00000015316							
ENSTGUG00000014725	ENSTGUT00000015321							
ENSTGUG00000014726	ENSTGUT00000015318	ENSG00000127526	SLC35E1	ENSP00000470652	19	16549831	ortholog_one2many	0
ENSTGUG00000014727	ENSTGUT00000015319	ENSG00000130779	CLIP1	ENSP00000479322	12	122271432	ortholog_one2many	0
ENSTGUG00000014728	ENSTGUT00000015323							
ENSTGUG00000014729	ENSTGUT00000015320							
ENSTGUG00000014730	ENSTGUT00000015326	ENSG00000167703	SLC43A2	ENSP00000461382	17	1569267	ortholog_one2many	1
ENSTGUG00000014731	ENSTGUT00000015332							
ENSTGUG00000014732	ENSTGUT00000015327	ENSG00000231213	PLSCR5	ENSP00000390111	3	146576555	ortholog_one2many	0
ENSTGUG00000014733	ENSTGUT00000015335	ENSG00000132182	NUP210	ENSP00000254508	3	13316235	ortholog_one2many	0
ENSTGUG00000014734	ENSTGUT00000015330	ENSG00000166348	USP54	ENSP00000345216	10	73497538	ortholog_one2many	0
ENSTGUG00000014735	ENSTGUT00000015329	ENSG00000166037	CEP57	ENSP00000317902	11	95789965	ortholog_one2many	0
ENSTGUG00000014736	ENSTGUT00000015349	ENSG00000120705	ETF1	ENSP00000353741	5	138506095	ortholog_one2one	1
ENSTGUG00000014737	ENSTGUT00000015328							
ENSTGUG00000014738	ENSTGUT00000015336	ENSG00000075239	ACAT1	ENSP00000265838	11	108121516	ortholog_one2many	0
ENSTGUG00000014739	ENSTGUT00000015337							
ENSTGUG00000014740	ENSTGUT00000015331							
ENSTGUG00000014741	ENSTGUT00000015338							
ENSTGUG00000014742	ENSTGUT00000015333							
ENSTGUG00000014743	ENSTGUT00000015345	ENSG00000183549	ACSM5	ENSP00000327916	16	20409534	ortholog_one2many	0
ENSTGUG00000014744	ENSTGUT00000015358	ENSG00000171161	ZNF672	ENSP00000421915	1	248838210	ortholog_one2many	0
ENSTGUG00000014745	ENSTGUT00000015340							
ENSTGUG00000014746	ENSTGUT00000015348							
ENSTGUG00000014747	ENSTGUT00000015339	ENSG00000189181	OR14I1	ENSP00000339726	1	248681322	ortholog_one2many	0
ENSTGUG00000014748	ENSTGUT00000015342							
ENSTGUG00000014749	ENSTGUT00000015341	ENSG00000189181	OR14I1	ENSP00000339726	1	248681322	ortholog_one2many	0
ENSTGUG00000014750	ENSTGUT00000015353	ENSG00000171161	ZNF672	ENSP00000421915	1	248838210	ortholog_one2many	0
ENSTGUG00000014751	ENSTGUT00000015356	ENSG00000090061	CCNK	ENSP00000374529	14	99481169	ortholog_one2many	0
ENSTGUG00000014752	ENSTGUT00000015344							
ENSTGUG00000014753	ENSTGUT00000015370	ENSG00000115241	PPM1G	ENSP00000342778	2	27381195	ortholog_one2one	1
ENSTGUG00000014754	ENSTGUT00000015346	ENSG00000189181	OR14I1	ENSP00000339726	1	248681322	ortholog_one2many	0
ENSTGUG00000014755	ENSTGUT00000015347	ENSG00000111554	MDM1	ENSP00000302537	12	68272443	ortholog_one2many	0
ENSTGUG00000014756	ENSTGUT00000015350							
ENSTGUG00000014757	ENSTGUT00000015352	ENSG00000116035	VAX2	ENSP00000234392	2	70900576	ortholog_one2one	0
ENSTGUG00000014758	ENSTGUT00000015355	ENSG00000075415	SLC25A3	ENSP00000228318	12	98593591	ortholog_one2many	0
ENSTGUG00000014759	ENSTGUT00000015351	ENSG00000006747	SCIN	ENSP00000297029	7	12570577	ortholog_one2many	0
ENSTGUG00000014760	ENSTGUT00000015398	ENSG00000113013	HSPA9	ENSP00000496940	5	138553756	ortholog_one2one	1
ENSTGUG00000014761	ENSTGUT00000015366	ENSG00000196290	NIF3L1	ENSP00000498853	2	200889327	ortholog_one2many	1
ENSTGUG00000014762	ENSTGUT00000015354							
ENSTGUG00000014763	ENSTGUT00000015357							
ENSTGUG00000014764	ENSTGUT00000015363	ENSG00000189181	OR14I1	ENSP00000339726	1	248681322	ortholog_one2many	0
ENSTGUG00000014765	ENSTGUT00000015360	ENSG00000147419	CCDC25	ENSP00000348933	8	27733316	ortholog_one2many	0
ENSTGUG00000014766	ENSTGUT00000015359							
ENSTGUG00000014767	ENSTGUT00000015361	ENSG00000180251	SLC9A4	ENSP00000295269	2	102473303	ortholog_one2many	0
ENSTGUG00000014768	ENSTGUT00000015362							
ENSTGUG00000014769	ENSTGUT00000015368							
ENSTGUG00000014770	ENSTGUT00000015375	ENSG00000161791	FMNL3	ENSP00000335655	12	49636499	ortholog_one2one	1
ENSTGUG00000014771	ENSTGUT00000015364							
ENSTGUG00000014772	ENSTGUT00000015391	ENSG00000204084	INPP5B	ENSP00000362115	1	37860697	ortholog_one2many	0
ENSTGUG00000014773	ENSTGUT00000015372	ENSG00000171161	ZNF672	ENSP00000421915	1	248838210	ortholog_one2many	0
ENSTGUG00000014774	ENSTGUT00000015365	ENSG00000140471	LINS1	ENSP00000318423	15	100559369	ortholog_one2many	0
ENSTGUG00000014775	ENSTGUT00000015367	ENSG00000086475	SEPHS1	ENSP00000367893	10	13317428	ortholog_one2many	0
ENSTGUG00000014776	ENSTGUT00000015369	ENSG00000198759	EGFL6	ENSP00000369976	X	13569601	ortholog_one2many	0
ENSTGUG00000014777	ENSTGUT00000015374	ENSG00000116254	CHD5	ENSP00000262450	1	6101787	ortholog_one2many	0
ENSTGUG00000014778	ENSTGUT00000015394	ENSG00000197838	CYP2A13	ENSP00000332679	19	41088472	ortholog_many2many	0
ENSTGUG00000014778	ENSTGUT00000015394	ENSG00000198077	CYP2A7	ENSP00000301146	19	40875439	ortholog_many2many	0
ENSTGUG00000014778	ENSTGUT00000015394	ENSG00000255974	CYP2A6	ENSP00000301141	19	40843541	ortholog_many2many	0
ENSTGUG00000014778	ENSTGUT00000015394	ENSG00000138115	CYP2C8	ENSP00000360317	10	95036772	ortholog_many2many	0
ENSTGUG00000014778	ENSTGUT00000015394	ENSG00000134716	CYP2J2	ENSP00000360247	1	59893308	ortholog_many2many	0
ENSTGUG00000014778	ENSTGUT00000015394	ENSG00000130649	CYP2E1	ENSP00000440689	10	133520406	ortholog_many2many	0
ENSTGUG00000014778	ENSTGUT00000015394	ENSG00000108242	CYP2C18	ENSP00000285979	10	94683729	ortholog_many2many	0
ENSTGUG00000014778	ENSTGUT00000015394	ENSG00000276490	AL583836.1	ENSP00000483243	10	94688154	ortholog_many2many	0
ENSTGUG00000014778	ENSTGUT00000015394	ENSG00000167600	CYP2S1	ENSP00000308032	19	41193210	ortholog_many2many	0
ENSTGUG00000014778	ENSTGUT00000015394	ENSG00000165841	CYP2C19	ENSP00000360372	10	94762681	ortholog_many2many	0
ENSTGUG00000014778	ENSTGUT00000015394	ENSG00000138109	CYP2C9	ENSP00000260682	10	94938658	ortholog_many2many	0
ENSTGUG00000014779	ENSTGUT00000015371							
ENSTGUG00000014780	ENSTGUT00000015377							
ENSTGUG00000014781	ENSTGUT00000015373							
ENSTGUG00000014782	ENSTGUT00000015382							
ENSTGUG00000014783	ENSTGUT00000015376							
ENSTGUG00000014784	ENSTGUT00000015385	ENSG00000132254	ARFIP2	ENSP00000484121	11	6474683	ortholog_one2one	1
ENSTGUG00000014785	ENSTGUT00000015379	ENSG00000104147	OIP5	ENSP00000220514	15	41309273	ortholog_one2many	0
ENSTGUG00000014786	ENSTGUT00000015378	ENSG00000169446	MMGT1	ENSP00000306220	X	135962070	ortholog_one2many	1
ENSTGUG00000014787	ENSTGUT00000015415	ENSG00000115234	SNX17	ENSP00000233575	2	27370496	ortholog_one2one	1
ENSTGUG00000014788	ENSTGUT00000015380	ENSG00000275395	FCGBP	ENSP00000481056	19	39863323	ortholog_one2many	0
ENSTGUG00000014789	ENSTGUT00000015381							
ENSTGUG00000014790	ENSTGUT00000015386	ENSG00000178202	KDELC2	ENSP00000315386	11	108472112	ortholog_one2many	0
ENSTGUG00000014791	ENSTGUT00000015383							
ENSTGUG00000014792	ENSTGUT00000015390	ENSG00000171161	ZNF672	ENSP00000421915	1	248838210	ortholog_one2many	0
ENSTGUG00000014793	ENSTGUT00000015384							
ENSTGUG00000014794	ENSTGUT00000015389	ENSG00000206560	ANKRD28	ENSP00000382379	3	15667236	ortholog_one2many	0
ENSTGUG00000014795	ENSTGUT00000015387							
ENSTGUG00000014796	ENSTGUT00000015388							
ENSTGUG00000014797	ENSTGUT00000015399	ENSG00000035403	VCL	ENSP00000211998	10	73995193	ortholog_one2many	0
ENSTGUG00000014798	ENSTGUT00000015435	ENSG00000114650	SCAP	ENSP00000265565	3	47413681	ortholog_one2one	1
ENSTGUG00000014799	ENSTGUT00000015392							
ENSTGUG00000014800	ENSTGUT00000015395	ENSG00000189350	TOGARAM2	ENSP00000368876	2	28956611	ortholog_one2many	0
ENSTGUG00000014801	ENSTGUT00000015393	ENSG00000134160	TRPM1	ENSP00000437849	15	31001061	ortholog_one2many	0
ENSTGUG00000014802	ENSTGUT00000015400	ENSG00000137193	PIM1	ENSP00000362608	6	37170152	ortholog_one2many	0
ENSTGUG00000014803	ENSTGUT00000015396	ENSG00000135870	RC3H1	ENSP00000356669	1	173931214	ortholog_one2many	0
ENSTGUG00000014804	ENSTGUT00000015409	ENSG00000130479	MAP1S	ENSP00000325313	19	17719242	ortholog_one2one	1
ENSTGUG00000014805	ENSTGUT00000015401	ENSG00000100612	DHRS7	ENSP00000216500	14	60144119	ortholog_one2many	0
ENSTGUG00000014806	ENSTGUT00000015397	ENSG00000132182	NUP210	ENSP00000254508	3	13316235	ortholog_one2many	0
ENSTGUG00000014807	ENSTGUT00000015403	ENSG00000142230	SAE1	ENSP00000270225	19	47113274	ortholog_one2one	0
ENSTGUG00000014808	ENSTGUT00000015479	ENSG00000044115	CTNNA1	ENSP00000304669	5	138610967	ortholog_one2one	1
ENSTGUG00000014809	ENSTGUT00000015402							
ENSTGUG00000014810	ENSTGUT00000015405							
ENSTGUG00000014811	ENSTGUT00000015407							
ENSTGUG00000014812	ENSTGUT00000015404	ENSG00000189181	OR14I1	ENSP00000339726	1	248681322	ortholog_one2many	0
ENSTGUG00000014813	ENSTGUT00000015412	ENSG00000147604	RPL7	ENSP00000339795	8	73290242	ortholog_one2many	0
ENSTGUG00000014814	ENSTGUT00000015408	ENSG00000154027	AK5	ENSP00000346577	1	77282019	ortholog_one2many	0
ENSTGUG00000014815	ENSTGUT00000015406							
ENSTGUG00000014816	ENSTGUT00000015410	ENSG00000149806	FAU	ENSP00000431822	11	65120630	ortholog_one2many	1
ENSTGUG00000014817	ENSTGUT00000015411	ENSG00000158748	HTR6	ENSP00000289753	1	19664875	ortholog_one2one	0
ENSTGUG00000014818	ENSTGUT00000015418							
ENSTGUG00000014819	ENSTGUT00000015414	ENSG00000007080	CCDC124	ENSP00000471455	19	17933015	ortholog_one2one	1
ENSTGUG00000014820	ENSTGUT00000015423	ENSG00000168259	DNAJC7	ENSP00000406463	17	41976435	ortholog_one2many	0
ENSTGUG00000014821	ENSTGUT00000015413							
ENSTGUG00000014822	ENSTGUT00000015416	ENSG00000132182	NUP210	ENSP00000254508	3	13316235	ortholog_one2many	0
ENSTGUG00000014823	ENSTGUT00000015417	ENSG00000132153	DHX30	ENSP00000405620	3	47802909	ortholog_one2many	0
ENSTGUG00000014824	ENSTGUT00000015432	ENSG00000107938	EDRF1	ENSP00000349244	10	125719515	ortholog_one2many	0
ENSTGUG00000014825	ENSTGUT00000015421	ENSG00000163795	ZNF513	ENSP00000318373	2	27377235	ortholog_one2one	1
ENSTGUG00000014826	ENSTGUT00000015424	ENSG00000157703	SVOPL	ENSP00000405482	7	138594285	ortholog_one2many	0
ENSTGUG00000014827	ENSTGUT00000015420	ENSG00000180773	SLC36A4	ENSP00000317382	11	93144174	ortholog_one2many	0
ENSTGUG00000014828	ENSTGUT00000015419	ENSG00000126746	ZNF384	ENSP00000380019	12	6666477	ortholog_one2many	0
ENSTGUG00000014829	ENSTGUT00000015428							
ENSTGUG00000014830	ENSTGUT00000015422	ENSG00000189181	OR14I1	ENSP00000339726	1	248681322	ortholog_one2many	0
ENSTGUG00000014831	ENSTGUT00000015451	ENSG00000115211	EIF2B4	ENSP00000429323	2	27364352	ortholog_one2one	1
ENSTGUG00000014832	ENSTGUT00000015425							
ENSTGUG00000014833	ENSTGUT00000015426	ENSG00000174948	GPR149	ENSP00000374390	3	154334943	ortholog_one2many	1
ENSTGUG00000014834	ENSTGUT00000015438	ENSG00000197601	FAR1	ENSP00000346874	11	13668668	ortholog_one2many	0
ENSTGUG00000014835	ENSTGUT00000015427	ENSG00000175329	ISX	ENSP00000311492	22	35066136	ortholog_one2many	0
ENSTGUG00000014836	ENSTGUT00000015429	ENSG00000081760	AACS	ENSP00000324842	12	125065434	ortholog_one2many	0
ENSTGUG00000014837	ENSTGUT00000015430	ENSG00000189181	OR14I1	ENSP00000339726	1	248681322	ortholog_one2many	0
ENSTGUG00000014838	ENSTGUT00000015431	ENSG00000189181	OR14I1	ENSP00000339726	1	248681322	ortholog_one2many	0
ENSTGUG00000014839	ENSTGUT00000015433	ENSG00000133794	ARNTL	ENSP00000384517	11	13276652	ortholog_one2many	0
ENSTGUG00000014840	ENSTGUT00000015436							
ENSTGUG00000014840	ENSTGUT00000015434							
ENSTGUG00000014841	ENSTGUT00000015437	ENSG00000166401	SERPINB8	ENSP00000381072	18	63969925	ortholog_one2many	0
ENSTGUG00000014842	ENSTGUT00000015450	ENSG00000188976	NOC2L	ENSP00000317992	1	944203	ortholog_one2many	0
ENSTGUG00000014842	ENSTGUT00000015443	ENSG00000188976	NOC2L	ENSP00000317992	1	944203	ortholog_one2many	0
ENSTGUG00000014843	ENSTGUT00000015439	ENSG00000133961	NUMB	ENSP00000451300	14	73275107	ortholog_one2many	0
ENSTGUG00000014844	ENSTGUT00000015442	ENSG00000203697	CAPN8	ENSP00000355837	1	223538007	ortholog_one2many	0
ENSTGUG00000014845	ENSTGUT00000015440	ENSG00000198892	SHISA4	ENSP00000355064	1	201888680	ortholog_one2one	0
ENSTGUG00000014846	ENSTGUT00000015441							
ENSTGUG00000014847	ENSTGUT00000015506	ENSG00000125414	MYH2	ENSP00000380367	17	10521148	ortholog_one2many	0
ENSTGUG00000014848	ENSTGUT00000015472	ENSG00000052841	TTC17	ENSP00000039989	11	43358920	ortholog_one2many	0
ENSTGUG00000014849	ENSTGUT00000015444							
ENSTGUG00000014850	ENSTGUT00000015448	ENSG00000104064	GABPB1	ENSP00000220429	15	50275392	ortholog_one2many	0
ENSTGUG00000014851	ENSTGUT00000015445							
ENSTGUG00000014852	ENSTGUT00000015447							
ENSTGUG00000014853	ENSTGUT00000015446							
ENSTGUG00000014854	ENSTGUT00000015449							
ENSTGUG00000014855	ENSTGUT00000015452							
ENSTGUG00000014856	ENSTGUT00000015453	ENSG00000103642	LACTB	ENSP00000261893	15	63121833	ortholog_one2many	0
ENSTGUG00000014857	ENSTGUT00000015455	ENSG00000013583	HEBP1	ENSP00000014930	12	12974870	ortholog_one2many	0
ENSTGUG00000014858	ENSTGUT00000015454	ENSG00000133256	PDE6B	ENSP00000420295	4	625584	ortholog_one2many	0
ENSTGUG00000014859	ENSTGUT00000015464							
ENSTGUG00000014860	ENSTGUT00000015461	ENSG00000154143	PANX3	ENSP00000284288	11	124611490	ortholog_one2many	1
ENSTGUG00000014861	ENSTGUT00000015457							
ENSTGUG00000014862	ENSTGUT00000015456	ENSG00000103855	CD276	ENSP00000320084	15	73683966	ortholog_one2one	0
ENSTGUG00000014863	ENSTGUT00000015458	ENSG00000125870	SNRPB2	ENSP00000246071	20	16729961	ortholog_one2many	0
ENSTGUG00000014864	ENSTGUT00000015482	ENSG00000108599	AKAP10	ENSP00000225737	17	19904302	ortholog_one2many	0
ENSTGUG00000014865	ENSTGUT00000015460	ENSG00000114126	TFDP2	ENSP00000420616	3	141944428	ortholog_one2many	0
ENSTGUG00000014866	ENSTGUT00000015459							
ENSTGUG00000014867	ENSTGUT00000015462	ENSG00000158525	CPA5	ENSP00000420237	7	130344816	ortholog_many2many	0
ENSTGUG00000014868	ENSTGUT00000015463							
ENSTGUG00000014869	ENSTGUT00000015466	ENSG00000168530	MYL1	ENSP00000307280	2	210290150	ortholog_one2many	0
ENSTGUG00000014870	ENSTGUT00000015465							
ENSTGUG00000014871	ENSTGUT00000015471	ENSG00000178904	DPY19L3	ENSP00000344937	19	32405543	ortholog_one2many	0
ENSTGUG00000014872	ENSTGUT00000015469	ENSG00000163793	DNAJC5G	ENSP00000296097	2	27275421	ortholog_many2many	1
ENSTGUG00000014873	ENSTGUT00000015467							
ENSTGUG00000014874	ENSTGUT00000015468	ENSG00000144824	PHLDB2	ENSP00000405405	3	111732497	ortholog_one2many	0
ENSTGUG00000014875	ENSTGUT00000015470							
ENSTGUG00000014876	ENSTGUT00000015473	ENSG00000143457	GOLPH3L	ENSP00000271732	1	150646230	ortholog_one2many	0
ENSTGUG00000014877	ENSTGUT00000015497	ENSG00000138100	TRIM54	ENSP00000296098	2	27282392	ortholog_one2one	1
ENSTGUG00000014878	ENSTGUT00000015475	ENSG00000198759	EGFL6	ENSP00000369976	X	13569601	ortholog_one2many	0
ENSTGUG00000014879	ENSTGUT00000015478	ENSG00000189181	OR14I1	ENSP00000339726	1	248681322	ortholog_one2many	0
ENSTGUG00000014879	ENSTGUT00000015476	ENSG00000189181	OR14I1	ENSP00000339726	1	248681322	ortholog_one2many	0
ENSTGUG00000014879	ENSTGUT00000015474	ENSG00000189181	OR14I1	ENSP00000339726	1	248681322	ortholog_one2many	0
ENSTGUG00000014880	ENSTGUT00000015480	ENSG00000132182	NUP210	ENSP00000254508	3	13316235	ortholog_one2many	0
ENSTGUG00000014881	ENSTGUT00000015477	ENSG00000189181	OR14I1	ENSP00000339726	1	248681322	ortholog_one2many	0
ENSTGUG00000014882	ENSTGUT00000015491	ENSG00000137193	PIM1	ENSP00000362608	6	37170152	ortholog_one2many	0
ENSTGUG00000014883	ENSTGUT00000015485	ENSG00000151014	NOCT	ENSP00000280614	4	139015781	ortholog_one2many	0
ENSTGUG00000014884	ENSTGUT00000015481							
ENSTGUG00000014885	ENSTGUT00000015495	ENSG00000267157	AC011499.1	ENSP00000466514	19	5784005	ortholog_many2many	0
ENSTGUG00000014885	ENSTGUT00000015492	ENSG00000267157	AC011499.1	ENSP00000466514	19	5784005	ortholog_many2many	0
ENSTGUG00000014885	ENSTGUT00000015487	ENSG00000267157	AC011499.1	ENSP00000466514	19	5784005	ortholog_many2many	0
ENSTGUG00000014885	ENSTGUT00000015495	ENSG00000141994	DUS3L	ENSP00000311977	19	5784832	ortholog_many2many	0
ENSTGUG00000014885	ENSTGUT00000015492	ENSG00000141994	DUS3L	ENSP00000311977	19	5784832	ortholog_many2many	0
ENSTGUG00000014885	ENSTGUT00000015487	ENSG00000141994	DUS3L	ENSP00000311977	19	5784832	ortholog_many2many	0
ENSTGUG00000014886	ENSTGUT00000015483	ENSG00000146006	LRRTM2	ENSP00000274711	5	138868921	ortholog_one2one	1
ENSTGUG00000014887	ENSTGUT00000015484	ENSG00000183049	CAMK1D	ENSP00000478874	10	12349482	ortholog_one2many	0
ENSTGUG00000014888	ENSTGUT00000015486	ENSG00000171161	ZNF672	ENSP00000421915	1	248838210	ortholog_one2many	0
ENSTGUG00000014889	ENSTGUT00000015494	ENSG00000120725	SIL1	ENSP00000265195	5	138946724	ortholog_one2many	1
ENSTGUG00000014890	ENSTGUT00000015489	ENSG00000002919	SNX11	ENSP00000377059	17	48103357	ortholog_one2one	1
